pollution conc.(mg/m3),date,stack speed(kph),wind speed,wind direction,stack height(250m),location,Q(kg/h)
55,11/9/2018,3.3,3.4,N,258,"-86.66303, -57.00477",242
52,21-09-2018,5.3,3.4,N,254,"-48.49925, 10.02033",246
56,28-08-2018,4.4,4.4,NE,258,"-82.51482, -93.96831",255
53,6/9/2018,3.4,3.3,E,296,"-24.93292, -74.15925",261
58,14-09-2018,3.2,3.8,E,254,"-27.48014, -10.5388",263
56,16-09-2018,3.8,4.4,W,255,"80.87091, 2.66024",243
57,17-09-2018,3.3,3.8,N,295,"-38.22465, 95.31468",260
50,6/9/2018,3.4,3.3,E,285,"-47.48332, -57.4376",262
60,15-09-2018,5.6,3.8,SE,291,"-10.68683, -15.83232",242
51,11/9/2018,4.8,3.8,NE,300,"10.92465, -113.06737",242
59,3/9/2018,3.8,3.3,N,294,"-29.11666, -96.08855",250
56,24-08-2018,3.4,3.8,S,266,"-5.26292, 97.45715",253
59,18-09-2018,3.8,3.4,W,274,"-35.83073, -107.99467",248
51,24-08-2018,3.8,3.2,SW,284,"-0.50349, 8.77276",244
53,9/9/2018,3.4,4.8,NW,258,"-25.32111, 124.05498",248
57,1/9/2018,5.3,4.4,SE,269,"22.75108, -111.55596",240
55,6/9/2018,4.8,4.4,N,250,"-64.43362, -136.23138",246
52,12/9/2018,3.8,3.4,E,254,"79.7934, -37.4621",256
60,2/9/2018,5.3,3.4,SE,261,"-35.10748, 105.7359",251
51,20-09-2018,3.3,3.3,N,273,"4.23107, 137.5013",245
58,18-09-2018,3.3,5.6,SW,289,"36.35597, -55.29107",249
56,24-09-2018,4.4,4.8,S,296,"84.19113, 44.4269",254
50,15-09-2018,3.4,3.2,S,294,"70.69186, 57.66945",241
50,17-09-2018,4.8,3.4,NW,292,"-8.99088, 5.49389",269
58,28-08-2018,3.4,3.4,W,262,"24.79187, 16.16538",261
52,19-09-2018,3.4,4.4,NW,298,"73.0574, 77.69623",258
54,23-09-2018,3.4,5.6,E,284,"62.06567, -138.1679",256
52,14-09-2018,4.8,3.4,NW,268,"-72.27819, 37.15311",245
58,1/9/2018,5.6,5.6,N,275,"-66.86256, 65.84532",269
57,2/9/2018,3.8,4.8,NE,265,"-86.07741, 45.32852",240
57,19-09-2018,3.3,5.6,W,274,"85.33591, -134.10639",251
50,29-08-2018,3.3,3.3,NE,280,"-43.0469, 128.57348",247
55,25-08-2018,5.6,3.4,S,250,"73.41587, 105.08816",267
55,15-09-2018,3.4,5.6,E,293,"41.46437, 44.68242",247
52,14-09-2018,3.4,3.3,SW,280,"37.76654, 113.7569",253
50,24-08-2018,3.4,5.3,SW,290,"-74.05264, 95.14618",249
52,18-09-2018,4.4,3.3,SW,280,"-54.41661, 98.37969",256
50,3/9/2018,4.4,4.4,S,300,"76.17671, -114.60044",249
51,29-08-2018,3.4,3.8,NW,254,"77.35906, 25.07907",241
56,26-08-2018,3.4,5.3,N,274,"53.07821, 165.5654",261
52,21-09-2018,3.8,4.8,S,266,"84.15554, -3.80632",255
59,31-08-2018,5.3,5.3,N,253,"-32.28067, -93.7373",261
59,28-08-2018,3.4,4.4,NW,279,"38.87995, 140.14888",259
60,24-09-2018,3.3,5.3,S,281,"60.85743, 160.81586",247
53,24-08-2018,3.3,3.3,NE,293,"-56.02854, -112.98057",248
59,10/9/2018,3.3,4.4,SW,294,"60.61145, -97.72888",245
59,21-09-2018,4.8,3.3,NW,282,"32.67718, 174.46567",258
53,9/9/2018,5.3,5.3,SE,290,"-10.7636, -44.46552",256
52,8/9/2018,4.4,5.3,S,259,"-33.47392, 112.54007",260
55,16-09-2018,4.8,3.2,S,295,"-52.74249, 92.00966",242
56,15-09-2018,3.4,3.3,SW,274,"12.20838, -19.38203",259
56,5/9/2018,3.2,3.3,SW,291,"75.94532, -81.54548",248
59,1/9/2018,3.8,5.3,S,281,"53.86485, 118.35644",244
60,12/9/2018,3.3,4.4,SE,266,"-14.70293, 160.17153",266
51,13-09-2018,5.3,3.4,SW,257,"-75.61995, 9.89794",249
56,28-08-2018,4.4,3.4,NW,287,"17.17176, 91.4323",255
57,8/9/2018,3.2,5.6,W,257,"8.72284, 173.06893",264
51,5/9/2018,3.4,3.3,SW,285,"-22.94125, -62.63892",250
57,20-09-2018,5.3,5.6,NW,272,"59.81374, 168.81439",266
56,7/9/2018,5.3,4.4,E,299,"-47.26653, -62.39214",243
57,24-08-2018,3.2,5.6,N,284,"73.46319, 168.96101",244
55,22-09-2018,4.4,5.6,E,299,"31.70929, 40.93774",258
55,30-08-2018,5.6,3.4,NW,259,"26.6334, 81.96882",248
54,28-08-2018,4.8,3.8,SW,298,"80.16193, 59.68219",241
58,21-09-2018,3.4,3.2,E,262,"29.23058, -164.39264",262
59,26-08-2018,3.3,4.4,N,251,"-84.03591, 52.98523",269
58,20-09-2018,3.3,5.6,SW,264,"-43.5901, 29.1881",254
58,3/9/2018,5.3,3.2,N,292,"-43.18716, 128.78619",261
57,28-08-2018,3.4,3.8,N,271,"57.11005, -52.8733",259
56,22-09-2018,3.4,5.3,NW,294,"17.64798, 143.62891",254
59,25-08-2018,3.8,5.6,SW,292,"47.83776, 112.59404",242
51,23-09-2018,3.8,3.3,SW,256,"82.32944, 104.95266",262
59,27-08-2018,5.6,3.2,SW,254,"-29.42494, -61.85259",253
55,26-08-2018,5.3,5.6,W,268,"68.05716, 52.27469",267
57,6/9/2018,5.6,3.4,SW,250,"-72.81247, 147.86604",263
54,1/9/2018,4.4,4.4,NW,279,"-25.10273, -155.68321",262
56,29-08-2018,3.2,3.2,SE,289,"46.51803, -24.19304",254
57,4/9/2018,4.4,4.8,NE,275,"55.52481, 16.01323",247
55,6/9/2018,3.8,3.8,NW,281,"10.61056, 142.02952",269
52,31-08-2018,4.8,3.8,SW,259,"-25.24721, 74.34695",240
50,7/9/2018,3.8,5.6,NW,264,"-78.33555, 179.23527",262
58,11/9/2018,5.6,3.4,N,274,"-22.31705, 128.62731",246
54,18-09-2018,3.3,5.6,N,285,"-77.59371, -129.78305",264
52,22-09-2018,3.8,3.8,NW,258,"58.09571, -16.01118",268
56,10/9/2018,4.4,3.3,SE,263,"63.4895, 1.97399",252
57,15-09-2018,3.8,3.4,SW,283,"-39.48771, 173.93829",268
59,26-08-2018,4.8,3.8,N,283,"-28.80802, 18.5282",252
60,17-09-2018,3.3,3.2,NE,261,"-42.33134, -95.50534",255
53,30-08-2018,3.4,4.4,SE,295,"-36.61343, 174.89608",259
58,15-09-2018,3.8,3.4,N,293,"-69.20203, 37.42486",245
57,14-09-2018,5.3,5.3,SW,290,"-52.36758, 14.4049",262
57,24-09-2018,4.8,3.4,SW,258,"-85.3878, -52.66529",252
53,9/9/2018,3.4,5.3,NE,281,"9.692, -79.11286",257
57,17-09-2018,3.3,3.3,SE,270,"-5.90988, -54.97792",257
58,27-08-2018,3.8,3.4,W,288,"-84.00864, 134.03811",267
52,21-09-2018,3.3,3.4,E,285,"-45.59297, 72.41412",259
59,26-08-2018,3.4,4.4,S,275,"57.03522, 53.10293",245
53,31-08-2018,3.3,3.2,SW,289,"-67.56822, 115.5463",270
55,14-09-2018,5.6,4.8,SE,276,"42.68432, 46.69202",240
52,17-09-2018,3.4,3.3,NW,261,"-63.87719, 38.78073",245
55,11/9/2018,3.3,3.4,N,258,"-86.66303, -57.00477",242
52,21-09-2018,5.3,3.4,N,254,"-48.49925, 10.02033",246
56,28-08-2018,4.4,4.4,NE,258,"-82.51482, -93.96831",255
53,6/9/2018,3.4,3.3,E,296,"-24.93292, -74.15925",261
58,14-09-2018,3.2,3.8,E,254,"-27.48014, -10.5388",263
56,16-09-2018,3.8,4.4,W,255,"80.87091, 2.66024",243
57,17-09-2018,3.3,3.8,N,295,"-38.22465, 95.31468",260
50,6/9/2018,3.4,3.3,E,285,"-47.48332, -57.4376",262
60,15-09-2018,5.6,3.8,SE,291,"-10.68683, -15.83232",242
51,11/9/2018,4.8,3.8,NE,300,"10.92465, -113.06737",242
59,3/9/2018,3.8,3.3,N,294,"-29.11666, -96.08855",250
56,24-08-2018,3.4,3.8,S,266,"-5.26292, 97.45715",253
59,18-09-2018,3.8,3.4,W,274,"-35.83073, -107.99467",248
51,24-08-2018,3.8,3.2,SW,284,"-0.50349, 8.77276",244
53,9/9/2018,3.4,4.8,NW,258,"-25.32111, 124.05498",248
57,1/9/2018,5.3,4.4,SE,269,"22.75108, -111.55596",240
55,6/9/2018,4.8,4.4,N,250,"-64.43362, -136.23138",246
52,12/9/2018,3.8,3.4,E,254,"79.7934, -37.4621",256
60,2/9/2018,5.3,3.4,SE,261,"-35.10748, 105.7359",251
51,20-09-2018,3.3,3.3,N,273,"4.23107, 137.5013",245
58,18-09-2018,3.3,5.6,SW,289,"36.35597, -55.29107",249
56,24-09-2018,4.4,4.8,S,296,"84.19113, 44.4269",254
50,15-09-2018,3.4,3.2,S,294,"70.69186, 57.66945",241
50,17-09-2018,4.8,3.4,NW,292,"-8.99088, 5.49389",269
58,28-08-2018,3.4,3.4,W,262,"24.79187, 16.16538",261
52,19-09-2018,3.4,4.4,NW,298,"73.0574, 77.69623",258
54,23-09-2018,3.4,5.6,E,284,"62.06567, -138.1679",256
52,14-09-2018,4.8,3.4,NW,268,"-72.27819, 37.15311",245
58,1/9/2018,5.6,5.6,N,275,"-66.86256, 65.84532",269
57,2/9/2018,3.8,4.8,NE,265,"-86.07741, 45.32852",240
57,19-09-2018,3.3,5.6,W,274,"85.33591, -134.10639",251
50,29-08-2018,3.3,3.3,NE,280,"-43.0469, 128.57348",247
55,25-08-2018,5.6,3.4,S,250,"73.41587, 105.08816",267
55,15-09-2018,3.4,5.6,E,293,"41.46437, 44.68242",247
52,14-09-2018,3.4,3.3,SW,280,"37.76654, 113.7569",253
50,24-08-2018,3.4,5.3,SW,290,"-74.05264, 95.14618",249
52,18-09-2018,4.4,3.3,SW,280,"-54.41661, 98.37969",256
50,3/9/2018,4.4,4.4,S,300,"76.17671, -114.60044",249
51,29-08-2018,3.4,3.8,NW,254,"77.35906, 25.07907",241
56,26-08-2018,3.4,5.3,N,274,"53.07821, 165.5654",261
52,21-09-2018,3.8,4.8,S,266,"84.15554, -3.80632",255
59,31-08-2018,5.3,5.3,N,253,"-32.28067, -93.7373",261
59,28-08-2018,3.4,4.4,NW,279,"38.87995, 140.14888",259
60,24-09-2018,3.3,5.3,S,281,"60.85743, 160.81586",247
53,24-08-2018,3.3,3.3,NE,293,"-56.02854, -112.98057",248
59,10/9/2018,3.3,4.4,SW,294,"60.61145, -97.72888",245
59,21-09-2018,4.8,3.3,NW,282,"32.67718, 174.46567",258
53,9/9/2018,5.3,5.3,SE,290,"-10.7636, -44.46552",256
52,8/9/2018,4.4,5.3,S,259,"-33.47392, 112.54007",260
55,16-09-2018,4.8,3.2,S,295,"-52.74249, 92.00966",242
56,15-09-2018,3.4,3.3,SW,274,"12.20838, -19.38203",259
56,5/9/2018,3.2,3.3,SW,291,"75.94532, -81.54548",248
59,1/9/2018,3.8,5.3,S,281,"53.86485, 118.35644",244
60,12/9/2018,3.3,4.4,SE,266,"-14.70293, 160.17153",266
51,13-09-2018,5.3,3.4,SW,257,"-75.61995, 9.89794",249
56,28-08-2018,4.4,3.4,NW,287,"17.17176, 91.4323",255
57,8/9/2018,3.2,5.6,W,257,"8.72284, 173.06893",264
51,5/9/2018,3.4,3.3,SW,285,"-22.94125, -62.63892",250
57,20-09-2018,5.3,5.6,NW,272,"59.81374, 168.81439",266
56,7/9/2018,5.3,4.4,E,299,"-47.26653, -62.39214",243
57,24-08-2018,3.2,5.6,N,284,"73.46319, 168.96101",244
55,22-09-2018,4.4,5.6,E,299,"31.70929, 40.93774",258
55,30-08-2018,5.6,3.4,NW,259,"26.6334, 81.96882",248
54,28-08-2018,4.8,3.8,SW,298,"80.16193, 59.68219",241
58,21-09-2018,3.4,3.2,E,262,"29.23058, -164.39264",262
59,26-08-2018,3.3,4.4,N,251,"-84.03591, 52.98523",269
58,20-09-2018,3.3,5.6,SW,264,"-43.5901, 29.1881",254
58,3/9/2018,5.3,3.2,N,292,"-43.18716, 128.78619",261
57,28-08-2018,3.4,3.8,N,271,"57.11005, -52.8733",259
56,22-09-2018,3.4,5.3,NW,294,"17.64798, 143.62891",254
59,25-08-2018,3.8,5.6,SW,292,"47.83776, 112.59404",242
51,23-09-2018,3.8,3.3,SW,256,"82.32944, 104.95266",262
59,27-08-2018,5.6,3.2,SW,254,"-29.42494, -61.85259",253
55,26-08-2018,5.3,5.6,W,268,"68.05716, 52.27469",267
57,6/9/2018,5.6,3.4,SW,250,"-72.81247, 147.86604",263
54,1/9/2018,4.4,4.4,NW,279,"-25.10273, -155.68321",262
56,29-08-2018,3.2,3.2,SE,289,"46.51803, -24.19304",254
57,4/9/2018,4.4,4.8,NE,275,"55.52481, 16.01323",247
55,6/9/2018,3.8,3.8,NW,281,"10.61056, 142.02952",269
52,31-08-2018,4.8,3.8,SW,259,"-25.24721, 74.34695",240
50,7/9/2018,3.8,5.6,NW,264,"-78.33555, 179.23527",262
58,11/9/2018,5.6,3.4,N,274,"-22.31705, 128.62731",246
54,18-09-2018,3.3,5.6,N,285,"-77.59371, -129.78305",264
52,22-09-2018,3.8,3.8,NW,258,"58.09571, -16.01118",268
56,10/9/2018,4.4,3.3,SE,263,"63.4895, 1.97399",252
57,15-09-2018,3.8,3.4,SW,283,"-39.48771, 173.93829",268
59,26-08-2018,4.8,3.8,N,283,"-28.80802, 18.5282",252
60,17-09-2018,3.3,3.2,NE,261,"-42.33134, -95.50534",255
53,30-08-2018,3.4,4.4,SE,295,"-36.61343, 174.89608",259
58,15-09-2018,3.8,3.4,N,293,"-69.20203, 37.42486",245
57,14-09-2018,5.3,5.3,SW,290,"-52.36758, 14.4049",262
57,24-09-2018,4.8,3.4,SW,258,"-85.3878, -52.66529",252
53,9/9/2018,3.4,5.3,NE,281,"9.692, -79.11286",257
57,17-09-2018,3.3,3.3,SE,270,"-5.90988, -54.97792",257
58,27-08-2018,3.8,3.4,W,288,"-84.00864, 134.03811",267
52,21-09-2018,3.3,3.4,E,285,"-45.59297, 72.41412",259
59,26-08-2018,3.4,4.4,S,275,"57.03522, 53.10293",245
53,31-08-2018,3.3,3.2,SW,289,"-67.56822, 115.5463",270
55,14-09-2018,5.6,4.8,SE,276,"42.68432, 46.69202",240
52,17-09-2018,3.4,3.3,NW,261,"-63.87719, 38.78073",245
55,11/9/2018,3.3,3.4,N,258,"-86.66303, -57.00477",242
52,21-09-2018,5.3,3.4,N,254,"-48.49925, 10.02033",246
56,28-08-2018,4.4,4.4,NE,258,"-82.51482, -93.96831",255
53,6/9/2018,3.4,3.3,E,296,"-24.93292, -74.15925",261
58,14-09-2018,3.2,3.8,E,254,"-27.48014, -10.5388",263
56,16-09-2018,3.8,4.4,W,255,"80.87091, 2.66024",243
57,17-09-2018,3.3,3.8,N,295,"-38.22465, 95.31468",260
50,6/9/2018,3.4,3.3,E,285,"-47.48332, -57.4376",262
60,15-09-2018,5.6,3.8,SE,291,"-10.68683, -15.83232",242
51,11/9/2018,4.8,3.8,NE,300,"10.92465, -113.06737",242
59,3/9/2018,3.8,3.3,N,294,"-29.11666, -96.08855",250
56,24-08-2018,3.4,3.8,S,266,"-5.26292, 97.45715",253
59,18-09-2018,3.8,3.4,W,274,"-35.83073, -107.99467",248
51,24-08-2018,3.8,3.2,SW,284,"-0.50349, 8.77276",244
53,9/9/2018,3.4,4.8,NW,258,"-25.32111, 124.05498",248
57,1/9/2018,5.3,4.4,SE,269,"22.75108, -111.55596",240
55,6/9/2018,4.8,4.4,N,250,"-64.43362, -136.23138",246
52,12/9/2018,3.8,3.4,E,254,"79.7934, -37.4621",256
60,2/9/2018,5.3,3.4,SE,261,"-35.10748, 105.7359",251
51,20-09-2018,3.3,3.3,N,273,"4.23107, 137.5013",245
58,18-09-2018,3.3,5.6,SW,289,"36.35597, -55.29107",249
56,24-09-2018,4.4,4.8,S,296,"84.19113, 44.4269",254
50,15-09-2018,3.4,3.2,S,294,"70.69186, 57.66945",241
50,17-09-2018,4.8,3.4,NW,292,"-8.99088, 5.49389",269
58,28-08-2018,3.4,3.4,W,262,"24.79187, 16.16538",261
52,19-09-2018,3.4,4.4,NW,298,"73.0574, 77.69623",258
54,23-09-2018,3.4,5.6,E,284,"62.06567, -138.1679",256
52,14-09-2018,4.8,3.4,NW,268,"-72.27819, 37.15311",245
58,1/9/2018,5.6,5.6,N,275,"-66.86256, 65.84532",269
57,2/9/2018,3.8,4.8,NE,265,"-86.07741, 45.32852",240
57,19-09-2018,3.3,5.6,W,274,"85.33591, -134.10639",251
50,29-08-2018,3.3,3.3,NE,280,"-43.0469, 128.57348",247
55,25-08-2018,5.6,3.4,S,250,"73.41587, 105.08816",267
55,15-09-2018,3.4,5.6,E,293,"41.46437, 44.68242",247
52,14-09-2018,3.4,3.3,SW,280,"37.76654, 113.7569",253
50,24-08-2018,3.4,5.3,SW,290,"-74.05264, 95.14618",249
52,18-09-2018,4.4,3.3,SW,280,"-54.41661, 98.37969",256
50,3/9/2018,4.4,4.4,S,300,"76.17671, -114.60044",249
51,29-08-2018,3.4,3.8,NW,254,"77.35906, 25.07907",241
56,26-08-2018,3.4,5.3,N,274,"53.07821, 165.5654",261
52,21-09-2018,3.8,4.8,S,266,"84.15554, -3.80632",255
59,31-08-2018,5.3,5.3,N,253,"-32.28067, -93.7373",261
59,28-08-2018,3.4,4.4,NW,279,"38.87995, 140.14888",259
60,24-09-2018,3.3,5.3,S,281,"60.85743, 160.81586",247
53,24-08-2018,3.3,3.3,NE,293,"-56.02854, -112.98057",248
59,10/9/2018,3.3,4.4,SW,294,"60.61145, -97.72888",245
59,21-09-2018,4.8,3.3,NW,282,"32.67718, 174.46567",258
53,9/9/2018,5.3,5.3,SE,290,"-10.7636, -44.46552",256
52,8/9/2018,4.4,5.3,S,259,"-33.47392, 112.54007",260
55,16-09-2018,4.8,3.2,S,295,"-52.74249, 92.00966",242
56,15-09-2018,3.4,3.3,SW,274,"12.20838, -19.38203",259
56,5/9/2018,3.2,3.3,SW,291,"75.94532, -81.54548",248
59,1/9/2018,3.8,5.3,S,281,"53.86485, 118.35644",244
60,12/9/2018,3.3,4.4,SE,266,"-14.70293, 160.17153",266
51,13-09-2018,5.3,3.4,SW,257,"-75.61995, 9.89794",249
56,28-08-2018,4.4,3.4,NW,287,"17.17176, 91.4323",255
57,8/9/2018,3.2,5.6,W,257,"8.72284, 173.06893",264
51,5/9/2018,3.4,3.3,SW,285,"-22.94125, -62.63892",250
57,20-09-2018,5.3,5.6,NW,272,"59.81374, 168.81439",266
56,7/9/2018,5.3,4.4,E,299,"-47.26653, -62.39214",243
57,24-08-2018,3.2,5.6,N,284,"73.46319, 168.96101",244
55,22-09-2018,4.4,5.6,E,299,"31.70929, 40.93774",258
55,30-08-2018,5.6,3.4,NW,259,"26.6334, 81.96882",248
54,28-08-2018,4.8,3.8,SW,298,"80.16193, 59.68219",241
58,21-09-2018,3.4,3.2,E,262,"29.23058, -164.39264",262
59,26-08-2018,3.3,4.4,N,251,"-84.03591, 52.98523",269
58,20-09-2018,3.3,5.6,SW,264,"-43.5901, 29.1881",254
58,3/9/2018,5.3,3.2,N,292,"-43.18716, 128.78619",261
57,28-08-2018,3.4,3.8,N,271,"57.11005, -52.8733",259
56,22-09-2018,3.4,5.3,NW,294,"17.64798, 143.62891",254
59,25-08-2018,3.8,5.6,SW,292,"47.83776, 112.59404",242
51,23-09-2018,3.8,3.3,SW,256,"82.32944, 104.95266",262
59,27-08-2018,5.6,3.2,SW,254,"-29.42494, -61.85259",253
55,26-08-2018,5.3,5.6,W,268,"68.05716, 52.27469",267
57,6/9/2018,5.6,3.4,SW,250,"-72.81247, 147.86604",263
54,1/9/2018,4.4,4.4,NW,279,"-25.10273, -155.68321",262
56,29-08-2018,3.2,3.2,SE,289,"46.51803, -24.19304",254
57,4/9/2018,4.4,4.8,NE,275,"55.52481, 16.01323",247
55,6/9/2018,3.8,3.8,NW,281,"10.61056, 142.02952",269
52,31-08-2018,4.8,3.8,SW,259,"-25.24721, 74.34695",240
50,7/9/2018,3.8,5.6,NW,264,"-78.33555, 179.23527",262
58,11/9/2018,5.6,3.4,N,274,"-22.31705, 128.62731",246
54,18-09-2018,3.3,5.6,N,285,"-77.59371, -129.78305",264
52,22-09-2018,3.8,3.8,NW,258,"58.09571, -16.01118",268
56,10/9/2018,4.4,3.3,SE,263,"63.4895, 1.97399",252
57,15-09-2018,3.8,3.4,SW,283,"-39.48771, 173.93829",268
59,26-08-2018,4.8,3.8,N,283,"-28.80802, 18.5282",252
60,17-09-2018,3.3,3.2,NE,261,"-42.33134, -95.50534",255
53,30-08-2018,3.4,4.4,SE,295,"-36.61343, 174.89608",259
58,15-09-2018,3.8,3.4,N,293,"-69.20203, 37.42486",245
57,14-09-2018,5.3,5.3,SW,290,"-52.36758, 14.4049",262
57,24-09-2018,4.8,3.4,SW,258,"-85.3878, -52.66529",252
53,9/9/2018,3.4,5.3,NE,281,"9.692, -79.11286",257
57,17-09-2018,3.3,3.3,SE,270,"-5.90988, -54.97792",257
58,27-08-2018,3.8,3.4,W,288,"-84.00864, 134.03811",267
52,21-09-2018,3.3,3.4,E,285,"-45.59297, 72.41412",259
59,26-08-2018,3.4,4.4,S,275,"57.03522, 53.10293",245
53,31-08-2018,3.3,3.2,SW,289,"-67.56822, 115.5463",270
55,14-09-2018,5.6,4.8,SE,276,"42.68432, 46.69202",240
52,17-09-2018,3.4,3.3,NW,261,"-63.87719, 38.78073",245
55,11/9/2018,3.3,3.4,N,258,"-86.66303, -57.00477",242
52,21-09-2018,5.3,3.4,N,254,"-48.49925, 10.02033",246
56,28-08-2018,4.4,4.4,NE,258,"-82.51482, -93.96831",255
53,6/9/2018,3.4,3.3,E,296,"-24.93292, -74.15925",261
58,14-09-2018,3.2,3.8,E,254,"-27.48014, -10.5388",263
56,16-09-2018,3.8,4.4,W,255,"80.87091, 2.66024",243
57,17-09-2018,3.3,3.8,N,295,"-38.22465, 95.31468",260
50,6/9/2018,3.4,3.3,E,285,"-47.48332, -57.4376",262
60,15-09-2018,5.6,3.8,SE,291,"-10.68683, -15.83232",242
51,11/9/2018,4.8,3.8,NE,300,"10.92465, -113.06737",242
59,3/9/2018,3.8,3.3,N,294,"-29.11666, -96.08855",250
56,24-08-2018,3.4,3.8,S,266,"-5.26292, 97.45715",253
59,18-09-2018,3.8,3.4,W,274,"-35.83073, -107.99467",248
51,24-08-2018,3.8,3.2,SW,284,"-0.50349, 8.77276",244
53,9/9/2018,3.4,4.8,NW,258,"-25.32111, 124.05498",248
57,1/9/2018,5.3,4.4,SE,269,"22.75108, -111.55596",240
55,6/9/2018,4.8,4.4,N,250,"-64.43362, -136.23138",246
52,12/9/2018,3.8,3.4,E,254,"79.7934, -37.4621",256
60,2/9/2018,5.3,3.4,SE,261,"-35.10748, 105.7359",251
51,20-09-2018,3.3,3.3,N,273,"4.23107, 137.5013",245
58,18-09-2018,3.3,5.6,SW,289,"36.35597, -55.29107",249
56,24-09-2018,4.4,4.8,S,296,"84.19113, 44.4269",254
50,15-09-2018,3.4,3.2,S,294,"70.69186, 57.66945",241
50,17-09-2018,4.8,3.4,NW,292,"-8.99088, 5.49389",269
58,28-08-2018,3.4,3.4,W,262,"24.79187, 16.16538",261
52,19-09-2018,3.4,4.4,NW,298,"73.0574, 77.69623",258
54,23-09-2018,3.4,5.6,E,284,"62.06567, -138.1679",256
52,14-09-2018,4.8,3.4,NW,268,"-72.27819, 37.15311",245
58,1/9/2018,5.6,5.6,N,275,"-66.86256, 65.84532",269
57,2/9/2018,3.8,4.8,NE,265,"-86.07741, 45.32852",240
57,19-09-2018,3.3,5.6,W,274,"85.33591, -134.10639",251
50,29-08-2018,3.3,3.3,NE,280,"-43.0469, 128.57348",247
55,25-08-2018,5.6,3.4,S,250,"73.41587, 105.08816",267
55,15-09-2018,3.4,5.6,E,293,"41.46437, 44.68242",247
52,14-09-2018,3.4,3.3,SW,280,"37.76654, 113.7569",253
50,24-08-2018,3.4,5.3,SW,290,"-74.05264, 95.14618",249
52,18-09-2018,4.4,3.3,SW,280,"-54.41661, 98.37969",256
50,3/9/2018,4.4,4.4,S,300,"76.17671, -114.60044",249
51,29-08-2018,3.4,3.8,NW,254,"77.35906, 25.07907",241
56,26-08-2018,3.4,5.3,N,274,"53.07821, 165.5654",261
52,21-09-2018,3.8,4.8,S,266,"84.15554, -3.80632",255
59,31-08-2018,5.3,5.3,N,253,"-32.28067, -93.7373",261
59,28-08-2018,3.4,4.4,NW,279,"38.87995, 140.14888",259
60,24-09-2018,3.3,5.3,S,281,"60.85743, 160.81586",247
53,24-08-2018,3.3,3.3,NE,293,"-56.02854, -112.98057",248
59,10/9/2018,3.3,4.4,SW,294,"60.61145, -97.72888",245
59,21-09-2018,4.8,3.3,NW,282,"32.67718, 174.46567",258
53,9/9/2018,5.3,5.3,SE,290,"-10.7636, -44.46552",256
52,8/9/2018,4.4,5.3,S,259,"-33.47392, 112.54007",260
55,16-09-2018,4.8,3.2,S,295,"-52.74249, 92.00966",242
56,15-09-2018,3.4,3.3,SW,274,"12.20838, -19.38203",259
56,5/9/2018,3.2,3.3,SW,291,"75.94532, -81.54548",248
59,1/9/2018,3.8,5.3,S,281,"53.86485, 118.35644",244
60,12/9/2018,3.3,4.4,SE,266,"-14.70293, 160.17153",266
51,13-09-2018,5.3,3.4,SW,257,"-75.61995, 9.89794",249
56,28-08-2018,4.4,3.4,NW,287,"17.17176, 91.4323",255
57,8/9/2018,3.2,5.6,W,257,"8.72284, 173.06893",264
51,5/9/2018,3.4,3.3,SW,285,"-22.94125, -62.63892",250
57,20-09-2018,5.3,5.6,NW,272,"59.81374, 168.81439",266
56,7/9/2018,5.3,4.4,E,299,"-47.26653, -62.39214",243
57,24-08-2018,3.2,5.6,N,284,"73.46319, 168.96101",244
55,22-09-2018,4.4,5.6,E,299,"31.70929, 40.93774",258
55,30-08-2018,5.6,3.4,NW,259,"26.6334, 81.96882",248
54,28-08-2018,4.8,3.8,SW,298,"80.16193, 59.68219",241
58,21-09-2018,3.4,3.2,E,262,"29.23058, -164.39264",262
59,26-08-2018,3.3,4.4,N,251,"-84.03591, 52.98523",269
58,20-09-2018,3.3,5.6,SW,264,"-43.5901, 29.1881",254
58,3/9/2018,5.3,3.2,N,292,"-43.18716, 128.78619",261
57,28-08-2018,3.4,3.8,N,271,"57.11005, -52.8733",259
56,22-09-2018,3.4,5.3,NW,294,"17.64798, 143.62891",254
59,25-08-2018,3.8,5.6,SW,292,"47.83776, 112.59404",242
51,23-09-2018,3.8,3.3,SW,256,"82.32944, 104.95266",262
59,27-08-2018,5.6,3.2,SW,254,"-29.42494, -61.85259",253
55,26-08-2018,5.3,5.6,W,268,"68.05716, 52.27469",267
57,6/9/2018,5.6,3.4,SW,250,"-72.81247, 147.86604",263
54,1/9/2018,4.4,4.4,NW,279,"-25.10273, -155.68321",262
56,29-08-2018,3.2,3.2,SE,289,"46.51803, -24.19304",254
57,4/9/2018,4.4,4.8,NE,275,"55.52481, 16.01323",247
55,6/9/2018,3.8,3.8,NW,281,"10.61056, 142.02952",269
52,31-08-2018,4.8,3.8,SW,259,"-25.24721, 74.34695",240
50,7/9/2018,3.8,5.6,NW,264,"-78.33555, 179.23527",262
58,11/9/2018,5.6,3.4,N,274,"-22.31705, 128.62731",246
54,18-09-2018,3.3,5.6,N,285,"-77.59371, -129.78305",264
52,22-09-2018,3.8,3.8,NW,258,"58.09571, -16.01118",268
56,10/9/2018,4.4,3.3,SE,263,"63.4895, 1.97399",252
57,15-09-2018,3.8,3.4,SW,283,"-39.48771, 173.93829",268
